Track for Larry                2021
Date       Time (UTC)   Latitude     Longitude
MM/DD/Year HH:MM:SS      (deg)         (deg)
09/09/2021 00:23:52     29.152 N     59.898 W
09/09/2021 00:25:52     29.156 N     59.906 W
09/09/2021 00:27:52     29.161 N     59.913 W
09/09/2021 00:29:52     29.165 N     59.921 W
09/09/2021 00:31:52     29.170 N     59.928 W
09/09/2021 00:33:52     29.174 N     59.935 W
09/09/2021 00:35:52     29.179 N     59.943 W
09/09/2021 00:37:52     29.184 N     59.950 W
09/09/2021 00:39:51     29.188 N     59.957 W
09/09/2021 00:41:51     29.193 N     59.965 W
09/09/2021 00:43:51     29.197 N     59.972 W
09/09/2021 00:45:51     29.202 N     59.979 W
09/09/2021 00:47:51     29.207 N     59.987 W
09/09/2021 00:49:51     29.211 N     59.994 W
09/09/2021 00:51:51     29.216 N     60.001 W
09/09/2021 00:53:52     29.221 N     60.009 W
09/09/2021 00:55:52     29.225 N     60.016 W
09/09/2021 00:57:52     29.230 N     60.023 W
09/09/2021 01:00:52     29.234 N     60.030 W
09/09/2021 01:01:52     29.239 N     60.038 W
09/09/2021 01:03:52     29.244 N     60.045 W
09/09/2021 01:05:52     29.248 N     60.052 W
09/09/2021 01:07:52     29.253 N     60.059 W
09/09/2021 01:09:51     29.258 N     60.067 W
09/09/2021 01:11:51     29.262 N     60.074 W
09/09/2021 01:13:51     29.267 N     60.081 W
09/09/2021 01:15:51     29.272 N     60.088 W
09/09/2021 01:17:51     29.276 N     60.095 W
09/09/2021 01:19:51     29.281 N     60.103 W
09/09/2021 01:21:51     29.286 N     60.110 W
09/09/2021 01:23:52     29.290 N     60.117 W
09/09/2021 01:25:52     29.295 N     60.124 W
09/09/2021 01:27:52     29.300 N     60.131 W
09/09/2021 01:29:52     29.305 N     60.138 W
09/09/2021 01:31:52     29.309 N     60.145 W
09/09/2021 01:33:52     29.314 N     60.153 W
09/09/2021 01:35:52     29.319 N     60.160 W
09/09/2021 01:37:52     29.323 N     60.167 W
09/09/2021 01:39:51     29.328 N     60.174 W
09/09/2021 01:41:51     29.333 N     60.181 W
09/09/2021 01:43:51     29.338 N     60.188 W
09/09/2021 01:45:51     29.342 N     60.195 W
09/09/2021 01:47:51     29.347 N     60.202 W
09/09/2021 01:49:51     29.352 N     60.209 W
09/09/2021 01:51:51     29.357 N     60.216 W
09/09/2021 01:53:52     29.362 N     60.223 W
09/09/2021 01:55:52     29.366 N     60.230 W
09/09/2021 01:57:52     29.371 N     60.237 W
09/09/2021 02:00:52     29.376 N     60.244 W
09/09/2021 02:01:52     29.381 N     60.251 W
09/09/2021 02:03:52     29.386 N     60.258 W
09/09/2021 02:05:52     29.390 N     60.265 W
09/09/2021 02:07:52     29.395 N     60.272 W
09/09/2021 02:09:51     29.400 N     60.278 W
09/09/2021 02:11:51     29.405 N     60.285 W
09/09/2021 02:13:51     29.410 N     60.292 W
09/09/2021 02:15:51     29.415 N     60.299 W
09/09/2021 02:17:51     29.419 N     60.306 W
09/09/2021 02:19:51     29.424 N     60.313 W
09/09/2021 02:21:51     29.429 N     60.319 W
09/09/2021 02:23:52     29.434 N     60.326 W
09/09/2021 02:25:52     29.439 N     60.333 W
09/09/2021 02:27:52     29.444 N     60.340 W
09/09/2021 02:29:52     29.449 N     60.347 W
09/09/2021 02:31:52     29.454 N     60.353 W
09/09/2021 02:33:52     29.458 N     60.360 W
09/09/2021 02:35:52     29.463 N     60.367 W
09/09/2021 02:37:52     29.468 N     60.373 W
09/09/2021 02:39:51     29.473 N     60.380 W
09/09/2021 02:41:51     29.478 N     60.387 W
09/09/2021 02:43:51     29.483 N     60.393 W
09/09/2021 02:45:51     29.488 N     60.400 W
09/09/2021 02:47:51     29.493 N     60.407 W
09/09/2021 02:49:51     29.498 N     60.413 W
09/09/2021 02:51:51     29.503 N     60.420 W
09/09/2021 02:53:52     29.508 N     60.426 W
09/09/2021 02:55:52     29.513 N     60.433 W
09/09/2021 02:57:52     29.518 N     60.440 W
09/09/2021 03:00:52     29.523 N     60.446 W
09/09/2021 03:01:52     29.528 N     60.453 W
09/09/2021 03:03:52     29.533 N     60.459 W
09/09/2021 03:05:52     29.538 N     60.466 W
09/09/2021 03:07:52     29.543 N     60.472 W
09/09/2021 03:09:51     29.548 N     60.478 W
09/09/2021 03:11:51     29.553 N     60.485 W
09/09/2021 03:13:51     29.558 N     60.491 W
09/09/2021 03:15:51     29.563 N     60.498 W
09/09/2021 03:17:51     29.568 N     60.504 W
09/09/2021 03:19:51     29.574 N     60.510 W
09/09/2021 03:21:51     29.579 N     60.517 W
09/09/2021 03:23:52     29.584 N     60.523 W
09/09/2021 03:25:52     29.589 N     60.529 W
09/09/2021 03:27:52     29.594 N     60.536 W
09/09/2021 03:29:52     29.599 N     60.542 W
09/09/2021 03:31:52     29.604 N     60.548 W
09/09/2021 03:33:52     29.609 N     60.554 W
09/09/2021 03:35:52     29.615 N     60.561 W
09/09/2021 03:37:52     29.620 N     60.567 W
09/09/2021 03:39:51     29.625 N     60.573 W
09/09/2021 03:41:51     29.630 N     60.579 W
09/09/2021 03:43:51     29.635 N     60.585 W
09/09/2021 03:45:51     29.641 N     60.591 W
09/09/2021 03:47:51     29.646 N     60.598 W
09/09/2021 03:49:51     29.651 N     60.604 W
09/09/2021 03:51:51     29.656 N     60.610 W
09/09/2021 03:53:52     29.662 N     60.616 W
09/09/2021 03:55:52     29.667 N     60.622 W
09/09/2021 03:57:52     29.672 N     60.628 W
09/09/2021 04:00:52     29.677 N     60.634 W
09/09/2021 04:01:52     29.683 N     60.640 W
09/09/2021 04:03:52     29.688 N     60.646 W
09/09/2021 04:05:52     29.693 N     60.652 W
09/09/2021 04:07:52     29.699 N     60.658 W
09/09/2021 04:09:51     29.704 N     60.663 W
09/09/2021 04:11:51     29.709 N     60.669 W
09/09/2021 04:13:51     29.715 N     60.675 W
09/09/2021 04:15:51     29.720 N     60.681 W
09/09/2021 04:17:51     29.725 N     60.687 W
09/09/2021 04:19:51     29.731 N     60.693 W
09/09/2021 04:21:51     29.736 N     60.698 W
09/09/2021 04:23:52     29.741 N     60.704 W
09/09/2021 04:25:52     29.747 N     60.710 W
09/09/2021 04:27:52     29.752 N     60.715 W
09/09/2021 04:29:52     29.758 N     60.721 W
09/09/2021 04:31:52     29.763 N     60.727 W
09/09/2021 04:33:52     29.769 N     60.732 W
09/09/2021 04:35:52     29.774 N     60.738 W
09/09/2021 04:37:52     29.780 N     60.744 W
09/09/2021 04:39:51     29.785 N     60.749 W
09/09/2021 04:41:51     29.791 N     60.755 W
09/09/2021 04:43:51     29.796 N     60.760 W
09/09/2021 04:45:51     29.802 N     60.766 W
09/09/2021 04:47:51     29.807 N     60.771 W
09/09/2021 04:49:51     29.813 N     60.777 W
09/09/2021 04:51:51     29.818 N     60.782 W
09/09/2021 04:53:52     29.824 N     60.788 W
09/09/2021 04:55:52     29.829 N     60.793 W
09/09/2021 04:57:52     29.835 N     60.798 W
09/09/2021 05:00:52     29.841 N     60.804 W
09/09/2021 05:01:52     29.846 N     60.809 W
09/09/2021 05:03:52     29.852 N     60.814 W
09/09/2021 05:05:52     29.857 N     60.820 W
09/09/2021 05:07:52     29.863 N     60.825 W
09/09/2021 05:09:51     29.869 N     60.830 W
09/09/2021 05:11:51     29.874 N     60.835 W
09/09/2021 05:13:51     29.880 N     60.841 W
09/09/2021 05:15:51     29.886 N     60.846 W
09/09/2021 05:17:51     29.891 N     60.851 W
09/09/2021 05:19:51     29.897 N     60.856 W
09/09/2021 05:21:51     29.903 N     60.861 W
09/09/2021 05:23:52     29.909 N     60.866 W
09/09/2021 05:25:52     29.914 N     60.871 W
09/09/2021 05:27:52     29.920 N     60.876 W
09/09/2021 05:29:52     29.926 N     60.881 W
09/09/2021 05:31:52     29.932 N     60.886 W
09/09/2021 05:33:52     29.938 N     60.891 W
09/09/2021 05:35:52     29.943 N     60.896 W
09/09/2021 05:37:52     29.949 N     60.901 W
09/09/2021 05:39:51     29.955 N     60.906 W
09/09/2021 05:41:51     29.961 N     60.910 W
09/09/2021 05:43:51     29.967 N     60.915 W
09/09/2021 05:45:51     29.973 N     60.920 W
09/09/2021 05:47:51     29.979 N     60.925 W
09/09/2021 05:49:51     29.985 N     60.930 W
09/09/2021 05:51:51     29.990 N     60.934 W
09/09/2021 05:53:52     29.996 N     60.939 W
09/09/2021 05:55:52     30.002 N     60.944 W
09/09/2021 05:57:52     30.008 N     60.948 W
09/09/2021 06:00:52     30.014 N     60.953 W
09/09/2021 06:01:52     30.020 N     60.957 W
09/09/2021 06:03:52     30.026 N     60.962 W
09/09/2021 06:05:52     30.032 N     60.966 W
09/09/2021 06:07:52     30.038 N     60.971 W
09/09/2021 06:09:51     30.044 N     60.975 W
09/09/2021 06:11:51     30.050 N     60.980 W
09/09/2021 06:13:51     30.056 N     60.984 W
09/09/2021 06:15:51     30.063 N     60.989 W
09/09/2021 06:17:51     30.069 N     60.993 W
09/09/2021 06:19:51     30.075 N     60.997 W
09/09/2021 06:21:51     30.081 N     61.002 W
09/09/2021 06:23:52     30.087 N     61.006 W
09/09/2021 06:25:52     30.093 N     61.010 W
09/09/2021 06:27:52     30.099 N     61.014 W
09/09/2021 06:29:52     30.105 N     61.019 W
09/09/2021 06:31:52     30.112 N     61.023 W
09/09/2021 06:33:52     30.118 N     61.027 W
09/09/2021 06:35:52     30.124 N     61.031 W
09/09/2021 06:37:52     30.130 N     61.035 W
09/09/2021 06:39:51     30.136 N     61.039 W
09/09/2021 06:41:51     30.143 N     61.043 W
09/09/2021 06:43:51     30.149 N     61.047 W
09/09/2021 06:45:51     30.155 N     61.051 W
09/09/2021 06:47:51     30.161 N     61.055 W
09/09/2021 06:49:51     30.168 N     61.059 W
09/09/2021 06:51:51     30.174 N     61.063 W
09/09/2021 06:53:52     30.180 N     61.067 W
09/09/2021 06:55:52     30.187 N     61.071 W
09/09/2021 06:57:52     30.193 N     61.075 W
09/09/2021 07:00:52     30.199 N     61.079 W
09/09/2021 07:01:52     30.206 N     61.083 W
09/09/2021 07:03:52     30.212 N     61.087 W
09/09/2021 07:05:52     30.218 N     61.090 W
09/09/2021 07:07:52     30.225 N     61.094 W
09/09/2021 07:09:51     30.231 N     61.098 W
09/09/2021 07:11:51     30.238 N     61.102 W
09/09/2021 07:13:51     30.244 N     61.105 W
09/09/2021 07:15:51     30.250 N     61.109 W
09/09/2021 07:17:51     30.257 N     61.113 W
09/09/2021 07:19:51     30.263 N     61.116 W
09/09/2021 07:21:51     30.270 N     61.120 W
09/09/2021 07:23:52     30.276 N     61.124 W
09/09/2021 07:25:52     30.283 N     61.127 W
09/09/2021 07:27:52     30.289 N     61.131 W
09/09/2021 07:29:52     30.296 N     61.134 W
09/09/2021 07:31:52     30.302 N     61.138 W
09/09/2021 07:33:52     30.309 N     61.141 W
09/09/2021 07:35:52     30.315 N     61.145 W
09/09/2021 07:37:52     30.322 N     61.148 W
09/09/2021 07:39:51     30.328 N     61.152 W
09/09/2021 07:41:51     30.335 N     61.155 W
09/09/2021 07:43:51     30.342 N     61.159 W
09/09/2021 07:45:51     30.348 N     61.162 W
09/09/2021 07:47:51     30.355 N     61.165 W
09/09/2021 07:49:51     30.361 N     61.169 W
09/09/2021 07:51:51     30.368 N     61.172 W
09/09/2021 07:53:52     30.375 N     61.175 W
09/09/2021 07:55:52     30.381 N     61.179 W
09/09/2021 07:57:52     30.388 N     61.182 W
09/09/2021 08:00:52     30.394 N     61.185 W
09/09/2021 08:01:52     30.401 N     61.188 W
09/09/2021 08:03:52     30.408 N     61.192 W
09/09/2021 08:05:52     30.414 N     61.195 W
09/09/2021 08:07:52     30.421 N     61.198 W
09/09/2021 08:09:51     30.428 N     61.201 W
09/09/2021 08:11:51     30.435 N     61.204 W
09/09/2021 08:13:51     30.441 N     61.207 W
09/09/2021 08:15:51     30.448 N     61.210 W
09/09/2021 08:17:51     30.455 N     61.213 W
09/09/2021 08:19:51     30.461 N     61.217 W
09/09/2021 08:21:51     30.468 N     61.220 W
09/09/2021 08:23:52     30.475 N     61.223 W
09/09/2021 08:25:52     30.482 N     61.226 W
09/09/2021 08:27:52     30.489 N     61.229 W
09/09/2021 08:29:52     30.495 N     61.232 W
09/09/2021 08:31:52     30.502 N     61.235 W
09/09/2021 08:33:52     30.509 N     61.238 W
09/09/2021 08:35:52     30.516 N     61.240 W
09/09/2021 08:37:52     30.523 N     61.243 W
09/09/2021 08:39:51     30.529 N     61.246 W
09/09/2021 08:41:51     30.536 N     61.249 W
09/09/2021 08:43:51     30.543 N     61.252 W
09/09/2021 08:45:51     30.550 N     61.255 W
09/09/2021 08:47:51     30.557 N     61.258 W
09/09/2021 08:49:51     30.564 N     61.260 W
09/09/2021 08:51:51     30.571 N     61.263 W
09/09/2021 08:53:52     30.577 N     61.266 W
09/09/2021 08:55:52     30.584 N     61.269 W
09/09/2021 08:57:52     30.591 N     61.272 W
09/09/2021 09:00:52     30.598 N     61.274 W
09/09/2021 09:01:52     30.605 N     61.277 W
09/09/2021 09:03:52     30.612 N     61.280 W
09/09/2021 09:05:52     30.619 N     61.282 W
09/09/2021 09:07:52     30.626 N     61.285 W
09/09/2021 09:09:51     30.633 N     61.288 W
09/09/2021 09:11:51     30.640 N     61.290 W
09/09/2021 09:13:51     30.647 N     61.293 W
09/09/2021 09:15:51     30.654 N     61.296 W
09/09/2021 09:17:51     30.661 N     61.298 W
09/09/2021 09:19:51     30.668 N     61.301 W
09/09/2021 09:21:51     30.675 N     61.303 W
09/09/2021 09:23:52     30.682 N     61.306 W
09/09/2021 09:25:52     30.689 N     61.308 W
09/09/2021 09:27:52     30.696 N     61.311 W
09/09/2021 09:29:52     30.703 N     61.314 W
09/09/2021 09:31:52     30.710 N     61.316 W
09/09/2021 09:33:52     30.717 N     61.319 W
09/09/2021 09:35:52     30.724 N     61.321 W
09/09/2021 09:37:52     30.731 N     61.323 W
09/09/2021 09:39:51     30.738 N     61.326 W
09/09/2021 09:41:51     30.745 N     61.328 W
09/09/2021 09:43:51     30.752 N     61.331 W
09/09/2021 09:45:51     30.759 N     61.333 W
09/09/2021 09:47:51     30.766 N     61.336 W
09/09/2021 09:49:51     30.773 N     61.338 W
09/09/2021 09:51:51     30.780 N     61.340 W
09/09/2021 09:53:52     30.787 N     61.343 W
09/09/2021 09:55:52     30.794 N     61.345 W
09/09/2021 09:57:52     30.801 N     61.347 W
09/09/2021 10:00:52     30.809 N     61.350 W
09/09/2021 10:01:52     30.816 N     61.352 W
09/09/2021 10:03:52     30.823 N     61.354 W
09/09/2021 10:05:52     30.830 N     61.357 W
09/09/2021 10:07:52     30.837 N     61.359 W
09/09/2021 10:09:51     30.844 N     61.361 W
09/09/2021 10:11:51     30.851 N     61.364 W
09/09/2021 10:13:51     30.858 N     61.366 W
09/09/2021 10:15:51     30.866 N     61.368 W
09/09/2021 10:17:51     30.873 N     61.370 W
09/09/2021 10:19:51     30.880 N     61.372 W
09/09/2021 10:21:51     30.887 N     61.375 W
09/09/2021 10:23:52     30.894 N     61.377 W
09/09/2021 10:25:52     30.901 N     61.379 W
09/09/2021 10:27:52     30.909 N     61.381 W
09/09/2021 10:29:52     30.916 N     61.383 W
09/09/2021 10:31:52     30.923 N     61.386 W
09/09/2021 10:33:52     30.930 N     61.388 W
09/09/2021 10:35:52     30.937 N     61.390 W
09/09/2021 10:37:52     30.945 N     61.392 W
09/09/2021 10:39:51     30.952 N     61.394 W
09/09/2021 10:41:51     30.959 N     61.396 W
09/09/2021 10:43:51     30.966 N     61.398 W
09/09/2021 10:45:51     30.974 N     61.400 W
09/09/2021 10:47:51     30.981 N     61.403 W
09/09/2021 10:49:51     30.988 N     61.405 W
09/09/2021 10:51:51     30.995 N     61.407 W
09/09/2021 10:53:52     31.002 N     61.409 W
09/09/2021 10:55:52     31.010 N     61.411 W
09/09/2021 10:57:52     31.017 N     61.413 W
09/09/2021 11:00:52     31.024 N     61.415 W
09/09/2021 11:01:52     31.031 N     61.417 W
09/09/2021 11:03:52     31.039 N     61.419 W
09/09/2021 11:05:52     31.046 N     61.421 W
09/09/2021 11:07:52     31.053 N     61.423 W
09/09/2021 11:09:51     31.061 N     61.425 W
09/09/2021 11:11:51     31.068 N     61.427 W
09/09/2021 11:13:51     31.075 N     61.429 W
09/09/2021 11:15:51     31.082 N     61.431 W
09/09/2021 11:17:51     31.090 N     61.433 W
09/09/2021 11:19:51     31.097 N     61.435 W
09/09/2021 11:21:51     31.104 N     61.437 W
09/09/2021 11:23:52     31.112 N     61.439 W
09/09/2021 11:25:52     31.119 N     61.441 W
09/09/2021 11:27:52     31.126 N     61.443 W
09/09/2021 11:29:52     31.134 N     61.445 W
09/09/2021 11:31:52     31.141 N     61.446 W
09/09/2021 11:33:52     31.148 N     61.448 W
09/09/2021 11:35:52     31.155 N     61.450 W
09/09/2021 11:37:52     31.163 N     61.452 W
09/09/2021 11:39:51     31.170 N     61.454 W
09/09/2021 11:41:51     31.177 N     61.456 W
09/09/2021 11:43:51     31.185 N     61.458 W
09/09/2021 11:45:51     31.192 N     61.460 W
09/09/2021 11:47:51     31.199 N     61.462 W
09/09/2021 11:49:51     31.207 N     61.463 W
09/09/2021 11:51:51     31.214 N     61.465 W
09/09/2021 11:53:52     31.221 N     61.467 W
09/09/2021 11:55:52     31.229 N     61.469 W
09/09/2021 11:57:52     31.236 N     61.471 W
09/09/2021 12:00:52     31.243 N     61.473 W
09/09/2021 12:01:52     31.251 N     61.475 W
09/09/2021 12:03:52     31.258 N     61.476 W
09/09/2021 12:05:52     31.266 N     61.478 W
09/09/2021 12:07:52     31.273 N     61.480 W
09/09/2021 12:09:51     31.280 N     61.482 W
09/09/2021 12:11:51     31.288 N     61.484 W
09/09/2021 12:13:51     31.295 N     61.486 W
09/09/2021 12:15:51     31.302 N     61.487 W
09/09/2021 12:17:51     31.310 N     61.489 W
09/09/2021 12:19:51     31.317 N     61.491 W
09/09/2021 12:21:51     31.324 N     61.493 W
09/09/2021 12:23:52     31.332 N     61.495 W
09/09/2021 12:25:52     31.339 N     61.496 W
09/09/2021 12:27:52     31.347 N     61.498 W
09/09/2021 12:29:52     31.354 N     61.500 W
09/09/2021 12:31:52     31.361 N     61.502 W
09/09/2021 12:33:52     31.369 N     61.504 W
09/09/2021 12:35:52     31.376 N     61.505 W
09/09/2021 12:37:52     31.383 N     61.507 W
09/09/2021 12:39:51     31.391 N     61.509 W
09/09/2021 12:41:51     31.398 N     61.511 W
09/09/2021 12:43:51     31.406 N     61.513 W
09/09/2021 12:45:51     31.413 N     61.514 W
09/09/2021 12:47:51     31.420 N     61.516 W
09/09/2021 12:49:51     31.428 N     61.518 W
09/09/2021 12:51:51     31.435 N     61.520 W
09/09/2021 12:53:52     31.442 N     61.522 W
09/09/2021 12:55:52     31.450 N     61.523 W
09/09/2021 12:57:52     31.457 N     61.525 W
09/09/2021 13:00:52     31.465 N     61.527 W
09/09/2021 13:01:52     31.472 N     61.529 W
09/09/2021 13:03:52     31.479 N     61.530 W
09/09/2021 13:05:52     31.487 N     61.532 W
09/09/2021 13:07:52     31.494 N     61.534 W
09/09/2021 13:09:51     31.502 N     61.536 W
